[585, 406]
[paragraph, [37.0, 52.0, 314.0, 18.0], hodPRjgBh2, 6496278]
[paragraph, [4901.0, 13132.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13150.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13168.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13186.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13204.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13222.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13240.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13258.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13276.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13294.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13312.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13330.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13348.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13366.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13384.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13402.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13420.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13438.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13456.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13474.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13492.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13510.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13528.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13546.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13564.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13582.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13600.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13618.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13636.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13654.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13672.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13690.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13708.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13726.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13744.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13762.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13780.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[ordered-list, [5030.0, 18096.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18114.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18132.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18150.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18168.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18186.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18204.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18222.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18240.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18258.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18276.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18294.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18312.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18330.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18348.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18366.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18384.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18402.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18420.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18438.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18456.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18474.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18492.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18510.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18528.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18546.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18564.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18582.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18600.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18618.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18636.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18654.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18672.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18690.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18708.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18726.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18744.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18762.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18780.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18798.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18816.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18834.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18852.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18870.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18888.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18906.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18924.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18942.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18960.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18978.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 18996.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19014.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19032.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19050.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19068.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19086.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19104.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19122.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19140.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19158.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19176.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19194.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19212.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19230.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19248.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19266.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19284.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19302.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19320.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19338.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19356.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19374.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19392.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19410.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19428.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19446.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19464.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19482.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19500.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19518.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19536.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19554.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[ordered-list, [5030.0, 19572.0, 35250.0, 18.0], shoonya_5s1NSH6F4MRDEF, 6496278]
[paragraph, [5210.0, 32778.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32796.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32814.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32832.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32850.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32868.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32886.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32904.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32922.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32940.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32958.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32976.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 32994.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33012.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33030.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33048.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33066.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33084.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33102.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33120.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33138.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33156.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33174.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33192.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33210.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33228.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33246.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33264.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33282.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33300.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33318.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33336.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33354.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33372.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33390.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33408.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33426.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33444.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33462.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33480.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33498.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33516.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33534.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33552.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33570.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33588.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33606.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33624.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33642.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33660.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33678.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33696.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33714.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33732.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33750.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33768.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33786.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33804.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33822.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33840.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33858.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33876.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33894.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33912.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33930.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33948.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33966.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 33984.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34002.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34020.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34038.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34056.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34074.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34092.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34110.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34128.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34146.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34164.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34182.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34200.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34218.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34236.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
[paragraph, [5210.0, 34254.0, 35298.0, 18.0], shoonya_3sIYJGTGEXV37A, 6496278]
