[2339, 1653]
[paragraph, [234.0, 206.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [23362.0, 62455.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62491.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62527.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62563.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62599.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62635.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62671.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62707.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62743.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62779.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62815.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62851.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62887.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23362.0, 62923.0, 117924.0, 36.0], shoonya_3sEZHU44YB23Q6, 5685868]
[paragraph, [23126.0, 146876.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 146912.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 146948.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 146984.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147020.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147056.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147092.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147128.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147164.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147200.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147236.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147272.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147308.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147344.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147380.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147416.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147452.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147488.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147524.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147560.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147596.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147632.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147668.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147704.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147740.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147776.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147812.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147848.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147884.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147920.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147956.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 147992.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148028.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148064.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148100.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148136.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148172.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148208.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148244.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148280.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148316.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148352.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148388.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148424.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148460.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148496.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148532.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[paragraph, [23126.0, 148568.0, 118387.0, 36.0], shoonya_0sOCYMEW81IY48, 5685868]
[author, [24294.0, 200875.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 200911.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 200947.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 200983.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201019.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201055.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201091.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201127.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201163.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201199.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201235.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201271.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201307.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201343.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201379.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201415.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201451.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201487.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201523.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201559.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201595.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201631.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201667.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201703.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201739.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201775.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201811.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201847.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201883.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201919.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201955.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 201991.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202027.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202063.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202099.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202135.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202171.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202207.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202243.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202279.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202315.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202351.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202387.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202423.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202459.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202495.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202531.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202567.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202603.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202639.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202675.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202711.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202747.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202783.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202819.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202855.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202891.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202927.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202963.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 202999.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203035.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203071.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203107.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203143.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203179.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203215.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203251.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203287.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203323.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203359.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203395.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203431.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203467.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203503.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203539.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203575.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203611.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203647.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203683.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203719.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203755.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203791.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203827.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203863.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203899.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203935.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 203971.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204007.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204043.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204079.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204115.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204151.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204187.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204223.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204259.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204295.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204331.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204367.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204403.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204439.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204475.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204511.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204547.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204583.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204619.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204655.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204691.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204727.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204763.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204799.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204835.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204871.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204907.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204943.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
[author, [24294.0, 204979.0, 15387.0, 36.0], shoonya_2s9L0TR8FIB3P5, 5685868]
