[679, 512]
[ordered-list, [74.0, 49.0, 395.0, 18.0], Y1XTxkxQH8, 6495590]
[paragraph, [8320.0, 14985.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15003.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15021.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15039.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15057.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15075.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15093.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15111.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15129.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15147.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15165.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15183.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15201.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15219.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15237.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15255.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15273.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15291.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15309.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15327.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15345.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15363.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15381.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15399.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15417.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15435.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15453.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15471.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15489.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15507.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15525.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15543.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15561.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15579.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15597.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15615.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15633.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15651.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15669.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15687.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15705.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15723.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15741.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15759.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15777.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15795.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15813.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8320.0, 15831.0, 45637.0, 18.0], shoonya_2sGN5W0BAWT2ZI, 6495590]
[paragraph, [8336.0, 19294.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19312.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19330.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19348.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19366.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19384.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19402.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19420.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19438.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19456.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19474.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19492.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19510.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19528.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19546.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19564.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19582.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19600.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19618.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19636.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19654.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19672.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19690.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19708.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19726.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19744.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19762.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19780.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19798.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19816.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19834.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19852.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19870.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19888.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19906.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19924.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19942.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19960.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19978.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 19996.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20014.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20032.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20050.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20068.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20086.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20104.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20122.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20140.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20158.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20176.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20194.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20212.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20230.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20248.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20266.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20284.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20302.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20320.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20338.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20356.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20374.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20392.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20410.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20428.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20446.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20464.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20482.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20500.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20518.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20536.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20554.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20572.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20590.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20608.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20626.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20644.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8336.0, 20662.0, 37646.0, 18.0], shoonya_5s06S279HCGGMI, 6495590]
[paragraph, [8108.0, 21073.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21091.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21109.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21127.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21145.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21163.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21181.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21199.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21217.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21235.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21253.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21271.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21289.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21307.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21325.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21343.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21361.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21379.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21397.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21415.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21433.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21451.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21469.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21487.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21505.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21523.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21541.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21559.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21577.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21595.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21613.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21631.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21649.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21667.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21685.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21703.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21721.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21739.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21757.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21775.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21793.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21811.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21829.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21847.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21865.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21883.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21901.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21919.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21937.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21955.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21973.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 21991.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22009.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22027.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22045.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22063.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22081.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22099.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22117.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22135.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22153.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22171.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22189.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8108.0, 22207.0, 45572.0, 18.0], shoonya_1sTUYLIWFXSL40, 6495590]
[paragraph, [8105.0, 24204.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24222.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24240.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24258.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24276.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24294.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24312.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24330.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24348.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24366.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24384.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24402.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24420.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24438.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24456.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24474.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24492.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24510.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24528.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24546.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24564.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24582.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24600.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24618.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24636.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24654.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24672.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24690.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24708.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24726.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24744.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24762.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24780.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24798.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24816.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24834.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24852.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24870.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24888.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24906.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24924.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24942.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24960.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24978.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 24996.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25014.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25032.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25050.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25068.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25086.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25104.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25122.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25140.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25158.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25176.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25194.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25212.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25230.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25248.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25266.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25284.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25302.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25320.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[paragraph, [8105.0, 25338.0, 45603.0, 18.0], shoonya_0sI4JPLYTPNQ2V, 6495590]
[ordered-list, [5152.0, 25375.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25393.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25411.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
[ordered-list, [5152.0, 25429.0, 45514.0, 18.0], shoonya_11sLRM8R683713, 6495590]
